index,S:all,I:all,r0:all,v:all,sto:all,rep:all,phi:all,log_like
970,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
971,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
972,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
973,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
974,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
975,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
976,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
977,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
978,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
979,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
980,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
981,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
982,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
983,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
984,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
985,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
986,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
987,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
988,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
989,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
990,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
991,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
992,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
993,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
994,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
995,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
996,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
997,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
998,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
999,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
